date,open,high,low,close,volume,suspect
2004-06-01,2.517000,2.517000,2.517000,2.517000,2,False
2004-06-02,2.497900,2.497900,2.497900,2.497900,2,False
2004-06-03,2.508350,2.508350,2.508350,2.508350,2,False
2004-06-04,2.486550,2.486550,2.486550,2.486550,2,False
2004-06-07,2.480000,2.480000,2.480000,2.480000,2,False
2004-06-08,2.477550,2.477550,2.477550,2.477550,2,False
2004-06-09,2.488550,2.488550,2.488550,2.488550,2,False
2004-06-10,2.507200,2.507200,2.507200,2.507200,2,False
2004-06-11,2.480750,2.480750,2.480750,2.480750,2,False
2004-06-14,2.490700,2.490700,2.490700,2.490700,2,False
2004-06-15,2.507800,2.507800,2.507800,2.507800,2,False
2004-06-16,2.509300,2.509300,2.509300,2.509300,2,False
2004-06-17,2.515300,2.515300,2.515300,2.515300,2,False
2004-06-18,2.505450,2.505450,2.505450,2.505450,2,False
2004-06-21,2.500700,2.500700,2.500700,2.500700,2,False
2004-06-22,2.472300,2.472300,2.472300,2.472300,2,False
2004-06-23,2.470500,2.470500,2.470500,2.470500,2,False
2004-06-24,2.454700,2.454700,2.454700,2.454700,2,False
2004-06-25,2.465450,2.465450,2.465450,2.465450,2,False
2004-06-28,2.468200,2.468200,2.468200,2.468200,2,False
2004-06-29,2.429900,2.429900,2.429900,2.429900,2,False
2004-06-30,2.426100,2.426100,2.426100,2.426100,2,False
2004-07-01,2.424700,2.424700,2.424700,2.424700,2,False
2004-07-02,2.423850,2.423850,2.423850,2.423850,2,False
2004-07-05,2.425850,2.425850,2.425850,2.425850,2,False
2004-07-06,2.445800,2.445800,2.445800,2.445800,2,False
2004-07-07,2.450300,2.450300,2.450300,2.450300,2,False
2004-07-08,2.438100,2.438100,2.438100,2.438100,2,False
2004-07-09,2.450750,2.450750,2.450750,2.450750,2,False
2004-07-12,2.453600,2.453600,2.453600,2.453600,2,False
2004-07-13,2.448500,2.448500,2.448500,2.448500,2,False
2004-07-14,2.454400,2.454400,2.454400,2.454400,2,False
2004-07-15,2.452400,2.452400,2.452400,2.452400,2,False
