# Cross-pair R-squared
# Rolling R2 of this pair against the 15 pairs sharing NEITHER of its currencies. The only measurement that leads state changes.
# Wide: dates down, 28 pairs across. Already lagged one bar -- do not shift again.
# Written by code/persist2.py. Read with pd.read_csv(path, index_col=0, parse_dates=True, comment='#').
date,AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY
2002-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-24,0.0280299,0.154607,0.0967761,0.0395581,0.00115617,0.141399,0.0645781,0.0154354,0.178649,0.182098,0.00392691,0.0188158,0.0131406,0.131278,0.230743,0.0751371,0.0992842,0.0436375,0.000126641,0.0313377,0.0171622,0.0783066,0.104546,0.0893889,0.0220088,0.0612982,0.174967,0.0727249
2003-02-25,0.0310686,0.155208,0.105417,0.0435123,0.00106629,0.128666,0.0612843,0.00918457,0.180444,0.183592,0.00755137,0.0174798,0.0118466,0.132236,0.230649,0.077932,0.0943143,0.0396518,5.84279e-06,0.0334051,0.0194197,0.0845692,0.103434,0.0986348,0.021426,0.0609419,0.17644,0.076083
2003-02-26,0.0306951,0.151141,0.111039,0.0410084,0.000806793,0.120903,0.0597301,0.0101866,0.18042,0.179308,0.00803822,0.0160214,0.0110476,0.129393,0.232674,0.0719523,0.0923009,0.0370087,0.00060814,0.0324336,0.0173845,0.0786745,0.0955847,0.10347,0.0188203,0.0582454,0.170631,0.0770164
2003-02-27,0.0314156,0.158568,0.114793,0.0432178,0.0011233,0.130151,0.0604067,0.0138306,0.187572,0.184682,0.00927185,0.0155946,0.0138276,0.133999,0.235757,0.0745591,0.0875097,0.0358871,0.000508248,0.0345611,0.0149542,0.0814573,0.0992486,0.107856,0.0211679,0.0636942,0.177739,0.0794387
2003-02-28,0.0332063,0.14272,0.105933,0.0434824,0.00260232,0.121609,0.0461749,0.0127669,0.171152,0.165285,0.00320519,0.0196511,0.022228,0.111971,0.226897,0.0702563,0.0743245,0.0295276,0.000119772,0.0262255,0.0129902,0.0844159,0.084567,0.0951166,0.0201552,0.0588142,0.163634,0.0710676
2003-03-03,0.041429,0.115033,0.099808,0.04548,0.00480146,0.0995216,0.0395423,0.0193387,0.154132,0.152549,2.07254e-05,0.027805,0.0300426,0.10344,0.231086,0.0799639,0.0802099,0.0281667,0.000557598,0.0170588,0.0175397,0.0890391,0.0866564,0.0780169,0.0149174,0.0656111,0.151232,0.0635485
2003-03-04,0.0450357,0.11479,0.10592,0.0508721,0.00716126,0.108439,0.0393721,0.0209213,0.149395,0.157832,0.000275703,0.0311716,0.0291424,0.0986411,0.231465,0.0839698,0.0768977,0.0309637,0.00116562,0.0154422,0.0180272,0.0912031,0.0871223,0.0761061,0.0172606,0.0625871,0.148724,0.0657913
