date,open,high,low,close,suspect,suspect_spike,suspect_flat
2003-12-01,0.939950,0.949650,0.937890,0.948880,False,False,False
2003-12-02,0.948270,0.952230,0.947050,0.949270,False,False,False
2003-12-03,0.949240,0.958940,0.946510,0.958220,False,False,False
2003-12-04,0.958120,0.966070,0.955970,0.963950,False,False,False
2003-12-05,0.964420,0.964900,0.956280,0.959880,False,False,False
2003-12-08,0.960020,0.965700,0.958450,0.960000,False,False,False
2003-12-09,0.960290,0.971010,0.956870,0.967180,False,False,False
2003-12-10,0.967150,0.970460,0.963630,0.966700,False,False,False
2003-12-11,0.966850,0.977920,0.960260,0.974140,False,False,False
2003-12-12,0.973930,0.979240,0.969200,0.973770,False,False,False
2003-12-15,0.977520,0.978480,0.969460,0.976440,False,False,False
2003-12-16,0.976580,0.988030,0.972550,0.985510,False,False,False
2003-12-17,0.985550,0.989030,0.977880,0.980490,False,False,False
2003-12-18,0.980600,0.987030,0.976770,0.986050,False,False,False
2003-12-19,0.986560,0.988490,0.979980,0.985020,False,False,False
2003-12-22,0.984100,0.985120,0.974230,0.976810,False,False,False
2003-12-23,0.976600,0.990300,0.970080,0.974910,False,False,False
2003-12-24,0.975350,0.977780,0.967660,0.970240,False,False,False
2003-12-25,0.970460,0.975460,0.968800,0.971240,False,False,False
2003-12-26,0.971160,0.974860,0.967070,0.972550,False,False,False
2003-12-29,0.972170,0.976300,0.970400,0.972580,False,False,False
2003-12-30,0.973500,0.979040,0.966650,0.968820,False,False,False
2003-12-31,0.968860,0.978490,0.963120,0.976050,False,False,False
2004-01-01,0.976050,0.976050,0.962750,0.973870,False,False,False
2004-01-02,0.974920,0.981450,0.970500,0.977470,False,False,False
2004-01-05,0.977360,0.987880,0.975280,0.982930,False,False,False
2004-01-06,0.983540,0.990670,0.979950,0.987990,False,False,False
2004-01-07,0.988860,0.992160,0.983710,0.989940,False,False,False
2004-01-08,0.990400,0.993040,0.988150,0.990550,False,False,False
2004-01-09,0.990320,0.995000,0.981160,0.981160,False,False,False
2004-01-12,0.988500,0.993530,0.983830,0.990720,False,False,False
2004-01-13,0.990460,0.995630,0.988230,0.991150,False,False,False
2004-01-14,0.991350,1.002800,0.976840,0.998530,False,False,False
2004-01-15,0.998760,1.001300,0.994840,0.999150,False,False,False
2004-01-16,0.999580,1.000100,0.989760,0.991000,False,False,False
2004-01-19,0.988700,0.989800,0.980330,0.982200,False,False,False
2004-01-20,0.982120,0.992890,0.980140,0.991480,False,False,False
2004-01-21,0.991480,1.008300,0.988230,1.006200,False,False,False
2004-01-22,1.005800,1.012100,1.003400,1.006400,False,False,False
2004-01-23,1.006600,1.019700,1.004700,1.011400,False,False,False
2004-01-26,1.014300,1.017800,1.003200,1.009300,False,False,False
2004-01-27,1.009800,1.019100,1.006800,1.017600,False,False,False
2004-01-28,1.017200,1.030100,1.012600,1.020900,False,False,False
2004-01-29,1.020700,1.027300,1.010700,1.013700,False,False,False
2004-01-30,1.013100,1.017700,1.006300,1.009500,False,False,False
2004-02-02,1.013800,1.016200,1.007800,1.013700,False,False,False
2004-02-03,1.016000,1.024000,1.014000,1.020400,False,False,False
2004-02-04,1.019400,1.024000,1.014000,1.015800,False,False,False
2004-02-05,1.016000,1.023100,1.015000,1.019900,False,False,False
2004-02-06,1.019400,1.024600,1.016200,1.018300,False,False,False
2004-02-09,1.018800,1.033200,1.018800,1.031400,False,False,False
2004-02-10,1.031300,1.039900,1.029600,1.037900,False,False,False
2004-02-11,1.037600,1.039600,1.031800,1.035200,False,False,False
2004-02-12,1.034900,1.042300,1.034200,1.040600,False,False,False
2004-02-13,1.040700,1.046800,1.035000,1.039600,False,False,False
2004-02-16,1.041900,1.044200,1.038900,1.042800,False,False,False
2004-02-17,1.042200,1.046900,1.040900,1.044800,False,False,False
2004-02-18,1.044600,1.048000,1.041900,1.045800,False,False,False
2004-02-19,1.046000,1.054900,1.044000,1.053500,False,False,False
2004-02-20,1.053500,1.053500,1.026100,1.029900,False,False,False
2004-02-23,1.030000,1.037900,1.027400,1.032900,False,False,False
2004-02-24,1.032700,1.038000,1.030000,1.035200,False,False,False
2004-02-25,1.035500,1.040400,1.028500,1.031400,False,False,False
2004-02-26,1.031300,1.038300,1.028600,1.035600,False,False,False
2004-02-27,1.036500,1.038800,1.029500,1.033000,False,False,False
2004-03-01,1.033600,1.036800,1.030200,1.033100,False,False,False
2004-03-02,1.033300,1.037800,1.019500,1.020300,False,False,False
2004-03-03,1.020000,1.021700,0.997090,1.004100,False,False,False
2004-03-04,1.004500,1.011000,0.999140,1.000600,False,False,False
2004-03-05,1.000700,1.006900,0.997830,1.004400,False,False,False
2004-03-08,1.003600,1.006500,0.997430,1.001700,False,False,False
2004-03-09,1.002600,1.011300,1.001600,1.004400,False,False,False
2004-03-10,1.002600,1.011300,0.986820,0.993620,False,False,False
2004-03-11,0.992950,0.993410,0.967510,0.967930,False,False,False
2004-03-12,0.968100,0.982630,0.957980,0.978970,False,False,False
2004-03-15,0.977660,0.984700,0.971180,0.981820,False,False,False
2004-03-16,0.981930,0.990830,0.981740,0.988950,False,False,False
2004-03-17,0.988330,0.994360,0.984910,0.991450,False,False,False
2004-03-18,0.991560,1.001200,0.991410,0.997410,False,False,False
2004-03-19,0.997520,1.000200,0.991410,0.997720,False,False,False
2004-03-22,0.996860,1.005700,0.991300,1.004100,False,False,False
2004-03-23,1.004400,1.004700,0.997980,1.002900,False,False,False
2004-03-24,1.002700,1.004300,0.995570,0.995610,False,False,False
2004-03-25,0.995830,0.997730,0.980530,0.986250,False,False,False
2004-03-26,0.986100,0.989810,0.977350,0.984550,False,False,False
2004-03-29,0.978620,0.987470,0.977960,0.984770,False,False,False
2004-03-30,0.985070,1.005700,0.984510,1.002500,False,False,False
2004-03-31,1.002400,1.009500,0.997190,1.002500,False,False,False
2004-04-01,1.002800,1.008600,0.993300,1.008600,False,False,False
2004-04-02,0.991620,0.999280,0.986270,0.990060,False,False,False
2004-04-05,0.990280,0.999200,0.986330,0.998930,False,False,False
2004-04-06,0.998860,1.011000,0.993030,1.003800,False,False,False
2004-04-07,1.003600,1.014200,0.999240,1.010300,False,False,False
2004-04-08,1.010400,1.016300,1.009200,1.015600,False,False,False
2004-04-09,1.010400,1.028900,1.010400,1.017500,False,False,False
2004-04-12,1.017100,1.027300,1.004600,1.005200,False,False,False
2004-04-13,1.005700,1.007400,0.982730,0.987840,False,False,False
2004-04-14,0.987330,0.998300,0.984180,0.996290,False,False,False
2004-04-15,0.996550,1.003700,0.992190,1.000800,False,False,False
2004-04-16,1.002300,1.008900,1.001600,1.002900,False,False,False
2004-04-19,0.996550,1.003000,0.990690,0.993990,False,False,False
2004-04-20,0.994390,0.999560,0.988730,0.989590,False,False,False
2004-04-21,0.991000,0.996770,0.986770,0.994310,False,False,False
2004-04-22,0.994720,1.000700,0.989480,0.998240,False,False,False
2004-04-23,0.993540,0.994680,0.989330,0.991740,False,False,False
2004-04-26,0.991890,0.995220,0.985670,0.994960,False,False,False
2004-04-27,0.994630,0.995770,0.986460,0.992670,False,False,False
2004-04-28,0.992670,0.992710,0.977630,0.988220,False,False,False
2004-04-29,0.988080,0.994280,0.985380,0.988390,False,False,False
2004-04-30,0.991370,0.992460,0.985980,0.988620,False,False,False
2004-05-03,0.988620,1.002300,0.988580,1.000000,False,False,False
2004-05-04,0.999930,1.008500,0.999530,1.004700,False,False,False
2004-05-05,1.004100,1.006600,0.992540,0.995450,False,False,False
2004-05-06,0.995120,0.995980,0.967930,0.974370,False,False,False
2004-05-07,0.975080,0.975350,0.961850,0.966820,False,False,False
2004-05-10,0.966930,0.971380,0.961510,0.968270,False,False,False
2004-05-11,0.968740,0.973570,0.963810,0.968360,False,False,False
2004-05-12,0.967770,0.970290,0.951380,0.959000,False,False,False
2004-05-13,0.959060,0.962760,0.953560,0.960730,False,False,False
2004-05-14,0.961290,0.964840,0.951370,0.954450,False,False,False
2004-05-17,0.954170,0.961400,0.948390,0.955950,False,False,False
2004-05-18,0.956080,0.971940,0.955370,0.957170,False,False,False
2004-05-19,0.956860,0.959900,0.945850,0.952840,False,False,False
2004-05-20,0.952570,0.964530,0.950620,0.959090,False,False,False
2004-05-21,0.958970,0.961670,0.952860,0.954990,False,False,False
2004-05-24,0.955060,0.973950,0.954190,0.969880,False,False,False
2004-05-25,0.970010,0.974430,0.964110,0.969510,False,False,False
2004-05-26,0.969860,0.976360,0.967270,0.973810,False,False,False
2004-05-27,0.973880,0.976700,0.969970,0.973080,False,False,False
2004-05-28,0.971350,0.976650,0.970480,0.975730,False,False,False
2004-05-31,0.975730,0.978300,0.965290,0.967710,False,False,False
2004-06-01,0.967990,0.968800,0.943980,0.947650,False,False,False
